id,label,area
31377,residuals,40292
31378,refrigerator,4325
31379,refrigerator,3916
31380,refrigerator,3620
31381,oven,9920
31382,refrigerator,3828
31383,washer_dryer,360
31384,refrigerator,4450
31385,kitchen_outlets,4224
31386,refrigerator,3850
31387,washer_dryer,182
31388,refrigerator,4004
31389,refrigerator,3654
31390,kitchen_outlets,1470
31391,kitchen_outlets,7144
31392,refrigerator,3916
31393,refrigerator,3111
31394,kitchen_outlets,2430
31395,refrigerator,9646
31396,refrigerator,189
31397,refrigerator,100
31398,refrigerator,45
31399,refrigerator,176
31400,refrigerator,4440
31401,washer_dryer,1930
31402,washer_dryer,190
31403,washer_dryer,1804
31404,bathroom_gfi,752
31405,refrigerator,150
31406,washer_dryer,5726
31407,washer_dryer,2304
31408,refrigerator,77
31409,refrigerator,144
31410,kitchen_outlets,243
31411,refrigerator,250
31412,dishwasher,1760
31413,dishwasher,1443
31414,refrigerator,153
31415,refrigerator,90
31416,kitchen_outlets,1550
31417,refrigerator,348
31418,refrigerator,63
31419,refrigerator,56
31420,washer_dryer,4342
31421,washer_dryer,4620
31422,bathroom_gfi,6372
31423,washer_dryer,6240
31424,refrigerator,45
31425,washer_dryer,75
31426,washer_dryer,288
31427,refrigerator,45
31428,refrigerator,2730
31429,dishwasher,17017
31430,dishwasher,3936
31431,refrigerator,36
31432,refrigerator,909
31433,refrigerator,4872
31434,refrigerator,156
31435,washer_dryer,500
31436,washer_dryer,428
31437,kitchen_outlets,290
31438,refrigerator,576
31439,dishwasher,696
31440,dishwasher,17240
31441,dishwasher,344
31442,kitchen_outlets,2622
31443,refrigerator,3784
31444,refrigerator,90
31445,refrigerator,3290
31446,refrigerator,468
31447,dishwasher,31395
31448,refrigerator,2464
31449,kitchen_outlets,1653
31450,refrigerator,90
31451,refrigerator,36
31452,washer_dryer,1620
31453,washer_dryer,1848
31454,dishwasher,297
31455,dishwasher,120
31456,kitchen_outlets,450
31457,washer_dryer,1596
31458,dishwasher,198
31459,dishwasher,91
31460,refrigerator,5254
31461,washer_dryer,48
31462,dishwasher,209
31463,dishwasher,52
31464,refrigerator,345
31465,refrigerator,36
31466,dishwasher,144
31467,refrigerator,90
31468,refrigerator,95
