id,label,area
31822,residuals,17268
31823,lighting,5358
31824,refrigerator,1980
31825,refrigerator,1790
31826,refrigerator,1810
31827,kitchen_outlets,9276
31828,refrigerator,1830
31829,refrigerator,1860
31830,refrigerator,1840
31831,refrigerator,1850
31832,refrigerator,1850
31833,refrigerator,2418
31834,refrigerator,1870
31835,refrigerator,1656
31836,refrigerator,1850
31837,refrigerator,1665
31838,microwave,224
31839,lighting,3528
31840,washer_dryer,252
31841,refrigerator,2024
31842,refrigerator,2024
31843,refrigerator,104
31844,refrigerator,70
31845,refrigerator,70
31846,refrigerator,70
31847,refrigerator,45
31848,refrigerator,60
31849,refrigerator,36
31850,refrigerator,44
31851,oven,9892
31852,refrigerator,36
31853,refrigerator,45
31854,refrigerator,1890
31855,washer_dryer,5572
31856,lighting,38780
31857,washer_dryer,8352
31858,washer_dryer,2322
31859,refrigerator,54
31860,lighting,48
31861,washer_dryer,332
31862,washer_dryer,2226
31863,refrigerator,1850
31864,lighting,315
31865,refrigerator,1764
31866,refrigerator,1764
31867,refrigerator,1665
31868,refrigerator,1746
31869,microwave,2660
31870,washer_dryer,99
31871,refrigerator,460
31872,refrigerator,3534
31873,washer_dryer,4862
31874,lighting,5250
31875,refrigerator,552
31876,refrigerator,63
31877,refrigerator,36
31878,microwave,8869
31879,washer_dryer,1880
31880,washer_dryer,1692
31881,washer_dryer,4928
31882,refrigerator,5075
31883,refrigerator,72
31884,refrigerator,1513
31885,washer_dryer,1458
31886,refrigerator,459
31887,washer_dryer,748
31888,refrigerator,171
31889,washer_dryer,3780
31890,lighting,180
31891,washer_dryer,144
31892,refrigerator,1001
31893,refrigerator,2520
31894,washer_dryer,3784
31895,refrigerator,45
