id,label,area
20484,residuals,10073
20485,refrigerator,2148
20486,refrigerator,2366
20487,refrigerator,2314
20488,refrigerator,2184
20489,kitchen_outlets,7735
20490,refrigerator,2496
20491,refrigerator,1880
20492,refrigerator,2715
20493,refrigerator,2136
20494,refrigerator,2418
20495,refrigerator,2562
20496,refrigerator,2160
20497,refrigerator,2562
20498,refrigerator,2172
20499,refrigerator,2548
20500,refrigerator,2745
20501,refrigerator,2392
20502,refrigerator,2700
20503,refrigerator,5356
20504,refrigerator,6480
20505,refrigerator,2816
20506,refrigerator,70
20507,refrigerator,55
20508,refrigerator,81
20509,refrigerator,45
20510,refrigerator,99
20511,refrigerator,108
20512,refrigerator,40
20513,refrigerator,45
20514,refrigerator,63
20515,refrigerator,66
20516,refrigerator,77
20517,refrigerator,55
20518,bathroom_gfi,11214
20519,refrigerator,45
20520,refrigerator,96
20521,refrigerator,280
20522,refrigerator,143
20523,refrigerator,120
20524,refrigerator,36
20525,residuals,8634
20526,refrigerator,2431
20527,refrigerator,2576
20528,refrigerator,2172
20529,kitchen_outlets,9276
20530,refrigerator,2576
20531,refrigerator,2220
20532,refrigerator,2562
20533,refrigerator,2160
20534,refrigerator,2405
20535,refrigerator,2715
20536,refrigerator,221
20537,refrigerator,6516
20538,bathroom_gfi,11095
20539,refrigerator,2832
20540,refrigerator,2160
20541,refrigerator,2379
20542,refrigerator,2340
20543,refrigerator,2196
20544,refrigerator,2444
20545,refrigerator,1890
20546,refrigerator,2730
20547,refrigerator,42
20548,refrigerator,2148
20549,refrigerator,40
20550,refrigerator,45
20551,refrigerator,63
20552,refrigerator,66
20553,refrigerator,45
20554,refrigerator,55
20555,refrigerator,90
20556,refrigerator,45
20557,refrigerator,96
20558,refrigerator,5187
20559,refrigerator,280
20560,bathroom_gfi,40
20561,refrigerator,143
20562,refrigerator,70
20563,refrigerator,55
20564,refrigerator,84
20565,refrigerator,45
20566,refrigerator,99
20567,refrigerator,108
20568,refrigerator,120
20569,refrigerator,36
20570,residuals,10073
20571,refrigerator,732
20572,refrigerator,3077
20573,refrigerator,3196
20574,refrigerator,2960
20575,refrigerator,2912
20576,refrigerator,3008
20577,refrigerator,3024
20578,refrigerator,2745
20579,refrigerator,2775
20580,refrigerator,1991
20581,refrigerator,2928
20582,refrigerator,2208
20583,refrigerator,2944
20584,refrigerator,4560
20585,refrigerator,6444
20586,refrigerator,3822
20587,refrigerator,2912
20588,refrigerator,3384
20589,refrigerator,3077
20590,refrigerator,4416
20591,refrigerator,3040
20592,refrigerator,120
20593,refrigerator,36
20594,refrigerator,80
20595,refrigerator,90
20596,refrigerator,40
20597,refrigerator,36
20598,refrigerator,91
20599,refrigerator,45
20600,refrigerator,60
20601,refrigerator,90
20602,refrigerator,63
20603,refrigerator,90
20604,refrigerator,3435
20605,refrigerator,261
20606,bathroom_gfi,156
20607,kitchen_outlets,88
20608,refrigerator,60
20609,refrigerator,100
20610,refrigerator,120
20611,refrigerator,36
20612,refrigerator,108
20613,bathroom_gfi,11088
20614,kitchen_outlets,7705
20615,residuals,10073
20616,refrigerator,1790
20617,refrigerator,2745
20618,refrigerator,2775
20619,refrigerator,1991
20620,refrigerator,2928
20621,refrigerator,2208
20622,refrigerator,3128
20623,refrigerator,4560
20624,refrigerator,6256
20625,refrigerator,3515
20626,refrigerator,2896
20627,refrigerator,3294
20628,refrigerator,3077
20629,refrigerator,4416
20630,refrigerator,3938
20631,refrigerator,3077
20632,refrigerator,3196
20633,bathroom_gfi,11081
20634,refrigerator,2960
20635,refrigerator,2912
20636,refrigerator,3008
20637,kitchen_outlets,1791
20638,refrigerator,60
20639,refrigerator,91
20640,refrigerator,45
20641,refrigerator,60
20642,refrigerator,90
20643,refrigerator,63
20644,refrigerator,90
20645,refrigerator,3435
20646,refrigerator,180
20647,refrigerator,90
20648,refrigerator,90
20649,refrigerator,90
20650,refrigerator,100
20651,refrigerator,120
20652,refrigerator,180
20653,refrigerator,120
20654,refrigerator,36
20655,bathroom_gfi,48
20656,refrigerator,80
20657,refrigerator,90
20658,refrigerator,40
20659,kitchen_outlets,8070
20660,refrigerator,72
20661,refrigerator,36
20662,residuals,8634
20663,refrigerator,2832
20664,refrigerator,2148
20665,refrigerator,2379
20666,refrigerator,2340
20667,refrigerator,2314
20668,refrigerator,2483
20669,refrigerator,1890
20670,refrigerator,2912
20671,refrigerator,2148
20672,refrigerator,2431
20673,refrigerator,2576
20674,refrigerator,2172
20675,refrigerator,2576
20676,refrigerator,2220
20677,refrigerator,2562
20678,refrigerator,2160
20679,refrigerator,2405
20680,refrigerator,2715
20681,refrigerator,5369
20682,refrigerator,6516
20683,refrigerator,143
20684,refrigerator,70
20685,refrigerator,55
20686,refrigerator,84
20687,kitchen_outlets,81
20688,refrigerator,99
20689,refrigerator,108
20690,refrigerator,40
20691,bathroom_gfi,6312
20692,refrigerator,45
20693,refrigerator,63
20694,refrigerator,66
20695,refrigerator,45
20696,refrigerator,55
20697,refrigerator,90
20698,refrigerator,45
20699,refrigerator,88
20700,refrigerator,280
20701,refrigerator,36
20702,kitchen_outlets,7725
20703,refrigerator,120
20704,residuals,8634
20705,refrigerator,2340
20706,refrigerator,2196
20707,refrigerator,2444
20708,refrigerator,1890
20709,refrigerator,2730
20710,refrigerator,2148
20711,bathroom_gfi,6336
20712,refrigerator,2457
20713,refrigerator,2576
20714,refrigerator,2172
20715,refrigerator,2576
20716,refrigerator,2220
20717,refrigerator,2562
20718,refrigerator,2160
20719,refrigerator,2405
20720,kitchen_outlets,9270
20721,refrigerator,2715
20722,refrigerator,5369
20723,refrigerator,6480
20724,refrigerator,2832
20725,refrigerator,2160
20726,refrigerator,2379
20727,refrigerator,84
20728,refrigerator,45
20729,refrigerator,72
20730,refrigerator,108
20731,refrigerator,45
20732,refrigerator,63
20733,refrigerator,66
20734,refrigerator,45
20735,refrigerator,55
20736,refrigerator,90
20737,refrigerator,36
20738,refrigerator,96
20739,refrigerator,280
20740,refrigerator,143
20741,refrigerator,70
20742,refrigerator,55
20743,refrigerator,120
20744,refrigerator,36
20745,residuals,10073
20746,refrigerator,4416
20747,refrigerator,3938
20748,refrigerator,3077
20749,refrigerator,3230
20750,refrigerator,2944
20751,refrigerator,2912
20752,refrigerator,3008
20753,refrigerator,2864
20754,refrigerator,2745
20755,refrigerator,2775
20756,refrigerator,1991
20757,refrigerator,2928
20758,refrigerator,2328
20759,refrigerator,3040
20760,refrigerator,4584
20761,refrigerator,6256
20762,refrigerator,3496
20763,refrigerator,2896
20764,refrigerator,3294
20765,refrigerator,3077
20766,refrigerator,120
20767,refrigerator,180
20768,refrigerator,120
20769,bathroom_gfi,110
20770,refrigerator,90
20771,refrigerator,40
20772,refrigerator,108
20773,refrigerator,91
20774,refrigerator,45
20775,refrigerator,60
20776,refrigerator,81
20777,kitchen_outlets,7620
20778,refrigerator,72
20779,refrigerator,3420
20780,refrigerator,180
20781,refrigerator,90
20782,refrigerator,90
20783,refrigerator,90
20784,refrigerator,100
20785,refrigerator,36
20786,bathroom_gfi,6292
20787,refrigerator,36
20788,refrigerator,72
20789,residuals,10073
20790,refrigerator,3294
20791,refrigerator,3060
20792,refrigerator,4416
20793,refrigerator,3938
20794,refrigerator,3077
20795,refrigerator,3196
20796,kitchen_outlets,9264
20797,refrigerator,2960
20798,refrigerator,2912
20799,refrigerator,3196
20800,refrigerator,2976
20801,refrigerator,2745
20802,refrigerator,2775
20803,refrigerator,1991
20804,refrigerator,2928
20805,refrigerator,2208
20806,refrigerator,2944
20807,refrigerator,4560
20808,refrigerator,6256
20809,refrigerator,3515
20810,refrigerator,2896
20811,refrigerator,90
20812,refrigerator,100
20813,refrigerator,120
20814,refrigerator,180
20815,refrigerator,120
20816,refrigerator,36
20817,refrigerator,80
20818,refrigerator,90
20819,refrigerator,40
20820,bathroom_gfi,9516
20821,refrigerator,70
20822,refrigerator,45
20823,refrigerator,60
20824,refrigerator,90
20825,refrigerator,63
20826,refrigerator,90
20827,refrigerator,3435
20828,refrigerator,180
20829,refrigerator,90
20830,refrigerator,90
20831,refrigerator,36
20832,refrigerator,72
