id,label,area
20148,residuals,15829
20149,refrigerator,2730
20150,refrigerator,4416
20151,refrigerator,6120
20152,refrigerator,3132
20153,refrigerator,2912
20154,microwave,5772
20155,refrigerator,2700
20156,refrigerator,2775
20157,kitchen_outlets,5410
20158,refrigerator,2700
20159,refrigerator,3822
20160,refrigerator,3801
20161,refrigerator,3850
20162,refrigerator,3822
20163,refrigerator,3780
20164,refrigerator,3675
20165,refrigerator,3540
20166,refrigerator,3420
20167,refrigerator,2896
20168,refrigerator,50
20169,refrigerator,60
20170,refrigerator,3276
20171,refrigerator,220
20172,refrigerator,168
20173,refrigerator,45
20174,refrigerator,66
20175,refrigerator,45
20176,refrigerator,77
20177,refrigerator,70
20178,refrigerator,54
20179,refrigerator,144
20180,refrigerator,84
20181,refrigerator,60
20182,refrigerator,130
20183,refrigerator,84
20184,refrigerator,176
20185,refrigerator,88
20186,refrigerator,80
20187,refrigerator,54
20188,refrigerator,55
20189,refrigerator,54
20190,residuals,15829
20191,refrigerator,3801
20192,refrigerator,3850
20193,refrigerator,3843
20194,refrigerator,3801
20195,refrigerator,3654
20196,refrigerator,3480
20197,refrigerator,3440
20198,refrigerator,2896
20199,refrigerator,2745
20200,microwave,5772
20201,refrigerator,4680
20202,refrigerator,6444
20203,refrigerator,3150
20204,refrigerator,2745
20205,refrigerator,2700
20206,refrigerator,2775
20207,refrigerator,2685
20208,refrigerator,3843
20209,refrigerator,54
20210,refrigerator,135
20211,refrigerator,77
20212,refrigerator,60
20213,refrigerator,162
20214,refrigerator,126
20215,refrigerator,176
20216,refrigerator,88
20217,refrigerator,50
20218,refrigerator,3876
20219,refrigerator,264
20220,refrigerator,140
20221,refrigerator,45
20222,refrigerator,66
20223,refrigerator,45
20224,refrigerator,84
20225,refrigerator,36
20226,refrigerator,54
20227,refrigerator,44
20228,refrigerator,55
20229,refrigerator,45
20230,refrigerator,100
20231,refrigerator,45
20232,kitchen_outlets,4356
20233,residuals,15829
20234,refrigerator,3717
20235,refrigerator,3128
20236,refrigerator,4117
20237,microwave,5772
20238,refrigerator,3572
20239,refrigerator,5696
20240,refrigerator,5859
20241,refrigerator,4784
20242,refrigerator,4255
20243,refrigerator,4092
20244,refrigerator,3894
20245,refrigerator,5049
20246,refrigerator,7896
20247,refrigerator,4278
20248,refrigerator,3680
