id,label,area
16306,residuals,0
16307,washer_dryer,23571
16308,kitchen_outlets,7735
16309,washer_dryer,10996
16310,oven,9656
16311,oven,66
16312,washer_dryer,89284
16313,washer_dryer,95
16314,washer_dryer,992
16315,washer_dryer,209
16316,residuals,0
16317,kitchen_outlets,9264
16318,washer_dryer,16494
16319,oven,9656
16320,oven,66
16321,washer_dryer,117855
16322,washer_dryer,222
16323,washer_dryer,95
16324,washer_dryer,992
16325,washer_dryer,209
16326,residuals,0
16327,washer_dryer,10996
16328,oven,14664
16329,washer_dryer,117855
16330,kitchen_outlets,7735
16331,washer_dryer,222
16332,washer_dryer,95
16333,washer_dryer,992
16334,washer_dryer,209
16335,residuals,0
16336,oven,14664
16337,washer_dryer,10996
16338,kitchen_outlets,9264
16339,washer_dryer,117855
16340,washer_dryer,222
16341,washer_dryer,95
16342,washer_dryer,992
16343,washer_dryer,209
16344,residuals,0
16345,kitchen_outlets,7735
16346,washer_dryer,76272
16347,oven,9656
16348,oven,66
16349,residuals,0
16350,kitchen_outlets,9264
16351,washer_dryer,73332
16352,oven,9656
16353,oven,66
16354,washer_dryer,180
16355,residuals,0
16356,washer_dryer,73332
16357,oven,14664
16358,kitchen_outlets,7735
16359,washer_dryer,180
16360,residuals,0
16361,oven,14664
16362,washer_dryer,73332
16363,kitchen_outlets,135
16364,kitchen_outlets,10689
