id,label,area
15644,residuals,0
15645,lighting,31059
15646,lighting,6816
15647,dishwasher,576
15648,dishwasher,4716
15649,lighting,2772
15650,oven,44
15651,dishwasher,1792
15652,dishwasher,6003
15653,dishwasher,112
15654,lighting,90
15655,dishwasher,1225
15656,dishwasher,8400
15657,dishwasher,16002
15658,dishwasher,506
15659,dishwasher,25230
15660,dishwasher,108
15661,residuals,0
15662,oven,90
15663,lighting,33957
15664,lighting,6816
15665,oven,44
15666,lighting,90
15667,dishwasher,3570
15668,dishwasher,4644
15669,dishwasher,1360
15670,dishwasher,10089
15671,dishwasher,5730
15672,dishwasher,112
15673,dishwasher,510
15674,dishwasher,216
15675,dishwasher,29750
15676,dishwasher,16980
15677,dishwasher,140
15678,dishwasher,45
15679,dishwasher,84
15680,residuals,0
15681,lighting,33542
15682,lighting,6816
15683,dishwasher,658
15684,dishwasher,4728
15685,oven,9896
15686,oven,8480
15687,dishwasher,1764
15688,dishwasher,6032
15689,lighting,112
15690,dishwasher,1225
15691,dishwasher,8450
15692,dishwasher,15984
15693,lighting,460
15694,dishwasher,25230
15695,dishwasher,280
15696,residuals,0
15697,oven,8470
15698,lighting,33957
15699,lighting,6816
15700,oven,9884
15701,lighting,90
15702,dishwasher,1116
15703,dishwasher,2520
15704,dishwasher,4524
15705,dishwasher,1360
15706,dishwasher,10032
15707,dishwasher,5730
15708,dishwasher,116
15709,dishwasher,510
15710,dishwasher,18634
15711,dishwasher,29785
15712,dishwasher,209
15713,dishwasher,154
15714,dishwasher,45
15715,dishwasher,77
15716,residuals,0
15717,dishwasher,576
15718,dishwasher,4716
15719,lighting,3588
15720,oven,44
15721,lighting,5252
15722,dishwasher,1792
15723,dishwasher,6003
15724,dishwasher,112
15725,lighting,792
15726,lighting,1078
15727,dishwasher,1225
15728,dishwasher,8400
15729,dishwasher,16002
15730,dishwasher,506
15731,dishwasher,25230
15732,dishwasher,108
15733,residuals,0
15734,dishwasher,3570
15735,dishwasher,4644
15736,lighting,3588
15737,lighting,5252
15738,oven,99
15739,dishwasher,1360
15740,dishwasher,10032
15741,dishwasher,5730
15742,dishwasher,112
15743,lighting,792
15744,lighting,1078
15745,dishwasher,561
15746,dishwasher,18634
15747,dishwasher,29505
15748,dishwasher,209
15749,dishwasher,270
15750,dishwasher,45
15751,dishwasher,78
15752,dishwasher,84
15753,dishwasher,36
15754,residuals,0
15755,lighting,3588
15756,dishwasher,576
15757,dishwasher,4716
15758,oven,9884
15759,oven,8470
15760,lighting,5252
15761,lighting,792
15762,dishwasher,1792
15763,dishwasher,6003
15764,dishwasher,112
15765,lighting,1078
15766,dishwasher,1225
15767,dishwasher,8400
15768,dishwasher,16002
15769,dishwasher,506
15770,dishwasher,25230
15771,dishwasher,108
15772,residuals,0
15773,oven,9884
15774,oven,8470
15775,lighting,5252
15776,dishwasher,3570
15777,dishwasher,4644
15778,lighting,3588
15779,lighting,1078
15780,dishwasher,1360
15781,dishwasher,10032
15782,dishwasher,5730
15783,dishwasher,112
15784,lighting,792
15785,dishwasher,561
15786,dishwasher,18634
15787,dishwasher,29505
15788,dishwasher,209
15789,dishwasher,270
15790,dishwasher,45
15791,dishwasher,78
15792,dishwasher,84
15793,dishwasher,36
