id,label,area
17023,residuals,8634
17024,dishwasher,1572
17025,refrigerator,2775
17026,refrigerator,2790
17027,refrigerator,2760
17028,refrigerator,2353
17029,refrigerator,3111
17030,refrigerator,2820
17031,refrigerator,2745
17032,dishwasher,3570
17033,refrigerator,4512
17034,refrigerator,2340
17035,refrigerator,3213
17036,refrigerator,2775
17037,refrigerator,4784
17038,refrigerator,6072
17039,refrigerator,3213
17040,refrigerator,3906
17041,refrigerator,3196
17042,kitchen_outlets,4148
17043,refrigerator,3162
17044,refrigerator,2268
17045,dishwasher,2700
17046,dishwasher,1596
17047,refrigerator,54
17048,refrigerator,50
17049,refrigerator,70
17050,refrigerator,90
17051,refrigerator,110
17052,refrigerator,36
17053,refrigerator,80
17054,dishwasher,1352
17055,dishwasher,9405
17056,dishwasher,5191
17057,dishwasher,2424
17058,refrigerator,81
17059,refrigerator,36
17060,refrigerator,45
17061,refrigerator,70
17062,refrigerator,3435
17063,kitchen_outlets,325
17064,refrigerator,45
17065,refrigerator,117
17066,refrigerator,45
17067,refrigerator,88
17068,dishwasher,1440
17069,dishwasher,2912
17070,refrigerator,6880
17071,refrigerator,735
17072,dishwasher,375
17073,dishwasher,108
17074,dishwasher,990
17075,refrigerator,90
17076,refrigerator,45
17077,kitchen_outlets,4224
17078,dishwasher,8334
17079,dishwasher,528
17080,dishwasher,2316
17081,dishwasher,30124
17082,dishwasher,16473
17083,dishwasher,3572
17084,dishwasher,1488
17085,refrigerator,2016
17086,dishwasher,126
17087,dishwasher,13380
17088,refrigerator,105
17089,refrigerator,154
17090,residuals,8634
17091,refrigerator,2790
17092,refrigerator,2353
17093,dishwasher,1100
17094,dishwasher,4752
17095,refrigerator,2820
17096,refrigerator,2745
17097,refrigerator,2562
17098,refrigerator,2820
17099,refrigerator,2340
17100,refrigerator,3213
17101,refrigerator,2775
17102,refrigerator,4784
17103,refrigerator,6138
17104,refrigerator,3213
17105,refrigerator,3906
17106,refrigerator,3196
17107,refrigerator,3162
17108,refrigerator,2268
17109,refrigerator,2960
17110,refrigerator,2760
17111,kitchen_outlets,4284
17112,refrigerator,2745
17113,refrigerator,2760
