id,label,area
24849,residuals,4317
24850,lighting,3953
24851,microwave,5780
24852,lighting,7455
24853,lighting,6534
24854,lighting,3234
24855,lighting,3100
24856,lighting,1298
24857,lighting,9348
24858,lighting,2025
24859,kitchen_outlets,4348
24860,residuals,4317
24861,lighting,3060
24862,lighting,18942
24863,lighting,2576
24864,lighting,300
24865,lighting,4898
24866,lighting,728
24867,lighting,387
24868,kitchen_outlets,117
24869,microwave,120
24870,kitchen_outlets,4304
24871,microwave,108
24872,microwave,5728
24873,residuals,4317
24874,lighting,6882
24875,lighting,7029
24876,microwave,5784
24877,lighting,6534
24878,lighting,12084
24879,lighting,121
24880,kitchen_outlets,5440
24881,lighting,1298
24882,lighting,2700
24883,residuals,4317
24884,lighting,13266
24885,lighting,2800
24886,microwave,5780
24887,lighting,3060
24888,lighting,8118
24889,lighting,2368
24890,lighting,676
24891,lighting,387
24892,lighting,300
24893,kitchen_outlets,4352
24894,lighting,60
24895,residuals,7195
24896,lighting,7100
24897,lighting,6292
24898,lighting,11628
24899,kitchen_outlets,4352
24900,lighting,6549
24901,lighting,1298
24902,lighting,2475
24903,lighting,319
24904,microwave,7540
24905,residuals,7195
24906,microwave,7540
24907,lighting,18240
24908,kitchen_outlets,4352
24909,lighting,2530
24910,lighting,3026
24911,lighting,4898
24912,lighting,676
24913,lighting,420
24914,lighting,270
24915,lighting,60
24916,residuals,7195
24917,lighting,6549
24918,lighting,7313
24919,lighting,6292
24920,lighting,11628
24921,microwave,7540
24922,kitchen_outlets,4352
24923,lighting,319
24924,lighting,1298
24925,lighting,2700
24926,residuals,7195
24927,lighting,18240
24928,lighting,2484
24929,microwave,7540
24930,kitchen_outlets,4352
24931,lighting,2992
24932,lighting,4898
24933,lighting,676
24934,lighting,387
24935,lighting,300
24936,lighting,60
