id,label,area
29599,residuals,15829
29600,refrigerator,3843
29601,refrigerator,11904
29602,bathroom_gfi,5365
29603,refrigerator,3916
29604,oven,99
29605,oven,88
29606,oven,90
29607,refrigerator,4048
29608,refrigerator,4117
29609,refrigerator,4320
29610,refrigerator,4170
29611,refrigerator,7826
29612,refrigerator,7697
29613,microwave,7540
29614,refrigerator,4232
29615,refrigerator,4026
29616,refrigerator,3696
29617,refrigerator,3240
29618,refrigerator,3864
29619,refrigerator,80
29620,washer_dryer,300
29621,bathroom_gfi,126
29622,refrigerator,162
29623,refrigerator,110
29624,refrigerator,135
29625,refrigerator,154
29626,refrigerator,216
29627,washer_dryer,290
29628,refrigerator,100
29629,refrigerator,80
29630,refrigerator,153
29631,refrigerator,99
29632,refrigerator,77
29633,washer_dryer,112365
29634,bathroom_gfi,6915
29635,refrigerator,36
29636,refrigerator,44
29637,refrigerator,108
29638,washer_dryer,59640
29639,refrigerator,40
29640,washer_dryer,168
29641,washer_dryer,232
29642,refrigerator,140
29643,washer_dryer,48
29644,washer_dryer,1026
