id,label,area
30244,residuals,44609
30245,refrigerator,2928
30246,kitchen_outlets,1716
30247,refrigerator,2976
30248,refrigerator,2775
30249,washer_dryer,9800
30250,refrigerator,2992
30251,refrigerator,5580
30252,refrigerator,3496
30253,refrigerator,3077
30254,refrigerator,2960
30255,kitchen_outlets,4290
30256,refrigerator,368
30257,microwave,385
30258,refrigerator,2790
30259,washer_dryer,63984
30260,refrigerator,4836
30261,refrigerator,5856
30262,refrigerator,3363
30263,refrigerator,2944
30264,refrigerator,2775
30265,refrigerator,2790
30266,refrigerator,88
30267,kitchen_outlets,216
30268,refrigerator,2256
30269,refrigerator,50
30270,refrigerator,48
30271,washer_dryer,112140
30272,refrigerator,54
30273,refrigerator,162
30274,refrigerator,72
30275,refrigerator,126
30276,refrigerator,72
30277,refrigerator,581
30278,kitchen_outlets,66
30279,kitchen_outlets,6252
30280,dishwasher,3780
30281,dishwasher,4862
30282,dishwasher,1130
30283,microwave,4368
30284,refrigerator,45
30285,washer_dryer,190
30286,refrigerator,60
30287,refrigerator,3705
30288,refrigerator,225
30289,refrigerator,126
30290,refrigerator,70
30291,refrigerator,50
30292,refrigerator,36
30293,refrigerator,539
30294,refrigerator,2275
30295,washer_dryer,160
30296,refrigerator,88
30297,refrigerator,2346
30298,refrigerator,2912
30299,dishwasher,224
30300,dishwasher,126
30301,microwave,252
30302,washer_dryer,232
30303,refrigerator,81
30304,refrigerator,55
30305,refrigerator,117
30306,washer_dryer,36
30307,refrigerator,70
30308,dishwasher,868
30309,microwave,9300
30310,washer_dryer,52
30311,dishwasher,8340
30312,microwave,1288
30313,dishwasher,56
