id,label,area
29083,residuals,15829
29084,refrigerator,324
29085,dishwasher,195
29086,refrigerator,2848
29087,refrigerator,3496
29088,refrigerator,2896
29089,refrigerator,3382
29090,refrigerator,2760
29091,refrigerator,3204
29092,refrigerator,2790
29093,refrigerator,3111
29094,refrigerator,2775
29095,bathroom_gfi,209
29096,bathroom_gfi,6328
29097,refrigerator,2960
29098,refrigerator,3008
29099,microwave,8850
29100,refrigerator,2912
29101,refrigerator,5400
29102,refrigerator,2960
29103,refrigerator,3864
29104,oven,24855
29105,dishwasher,12258
29106,dishwasher,560
29107,dishwasher,6448
29108,dishwasher,4524
29109,refrigerator,104
29110,refrigerator,55
29111,refrigerator,130
29112,refrigerator,154
29113,refrigerator,63
29114,refrigerator,140
29115,refrigerator,40
29116,refrigerator,70
29117,refrigerator,70
29118,refrigerator,2784
29119,refrigerator,72
29120,refrigerator,45
29121,refrigerator,72
29122,refrigerator,153
29123,refrigerator,81
29124,oven,112
29125,oven,280
29126,oven,128
29127,oven,792
29128,dishwasher,3094
29129,dishwasher,5600
29130,refrigerator,50
29131,refrigerator,108
29132,refrigerator,60
29133,refrigerator,1584
29134,dishwasher,25317
29135,dishwasher,99
29136,dishwasher,13440
29137,oven,120
29138,refrigerator,1260
29139,refrigerator,40
