id,label,area
26249,residuals,8634
26250,refrigerator,4425
26251,refrigerator,6154
26252,lighting,3657
26253,refrigerator,3366
26254,refrigerator,6237
26255,washer_dryer,4700
26256,refrigerator,473
26257,refrigerator,4048
26258,refrigerator,4004
26259,refrigerator,3894
26260,lighting,8000
26261,oven,9660
26262,oven,77
26263,refrigerator,3700
26264,refrigerator,4440
26265,refrigerator,4140
26266,refrigerator,144
26267,refrigerator,144
26268,lighting,792
26269,refrigerator,80
26270,refrigerator,80
26271,washer_dryer,5642
26272,washer_dryer,1050
26273,washer_dryer,6669
26274,refrigerator,88
26275,refrigerator,110
26276,refrigerator,160
26277,refrigerator,2926
26278,refrigerator,2320
26279,refrigerator,66
26280,refrigerator,80
26281,refrigerator,176
26282,refrigerator,63
26283,refrigerator,63
26284,refrigerator,5307
26285,refrigerator,500
26286,refrigerator,475
26287,refrigerator,45
26288,refrigerator,688
26289,refrigerator,100
26290,refrigerator,48
26291,refrigerator,189
26292,washer_dryer,2660
26293,washer_dryer,2268
26294,washer_dryer,656
