id,label,area
25979,residuals,10073
25980,refrigerator,3145
25981,refrigerator,3026
25982,oven,3204
25983,oven,678
25984,dishwasher,5673
25985,refrigerator,250
25986,refrigerator,2562
25987,refrigerator,3363
25988,refrigerator,2478
25989,refrigerator,3515
25990,refrigerator,2715
25991,bathroom_gfi,6372
25992,refrigerator,5920
25993,refrigerator,3458
25994,refrigerator,3276
25995,refrigerator,3312
25996,refrigerator,3162
25997,refrigerator,3204
25998,refrigerator,70
25999,refrigerator,130
26000,refrigerator,81
26001,oven,8944
26002,refrigerator,1133
26003,dishwasher,5025
26004,refrigerator,3344
26005,refrigerator,45
26006,refrigerator,144
26007,refrigerator,120
26008,refrigerator,63
26009,refrigerator,80
26010,refrigerator,72
26011,refrigerator,81
26012,refrigerator,96
26013,refrigerator,70
26014,refrigerator,36
26015,refrigerator,150
26016,refrigerator,54
26017,dishwasher,18718
26018,dishwasher,110
26019,refrigerator,165
26020,refrigerator,54
26021,refrigerator,60
26022,dishwasher,952
26023,refrigerator,252
26024,refrigerator,1239
26025,dishwasher,20085
26026,refrigerator,1176
26027,dishwasher,9273
26028,dishwasher,460
26029,dishwasher,1148
26030,refrigerator,1456
26031,dishwasher,1312
26032,dishwasher,132
26033,refrigerator,60
26034,dishwasher,180
26035,dishwasher,140
26036,dishwasher,288
26037,dishwasher,880
