id,label,area
26701,residuals,1439
26702,lighting,3168
26703,lighting,1666
26704,lighting,1044
26705,dishwasher,1435
26706,dishwasher,406
26707,dishwasher,450
26708,dishwasher,4776
26709,oven,4464
26710,lighting,460
26711,dishwasher,1504
26712,dishwasher,5481
26713,dishwasher,1648
26714,dishwasher,9476
26715,dishwasher,1760
26716,dishwasher,2112
26717,lighting,6237
26718,lighting,1645
26719,dishwasher,22150
26720,dishwasher,798
26721,dishwasher,6237
26722,dishwasher,5200
26723,lighting,2208
26724,dishwasher,189
26725,dishwasher,26340
26726,dishwasher,162
26727,dishwasher,15840
26728,lighting,240
26729,bathroom_gfi,780
26730,bathroom_gfi,78
26731,dishwasher,168
26732,dishwasher,9735
26733,lighting,6284
26734,dishwasher,72
