id,label,area
26988,residuals,37414
26989,dishwasher,1616
26990,refrigerator,1870
26991,refrigerator,1692
26992,refrigerator,1870
26993,refrigerator,1860
26994,refrigerator,1665
26995,refrigerator,1692
26996,refrigerator,1647
26997,lighting,18104
26998,refrigerator,2604
26999,refrigerator,2196
27000,refrigerator,2046
27001,refrigerator,2123
27002,kitchen_outlets,1755
27003,refrigerator,1900
27004,dishwasher,9143
27005,refrigerator,1950
27006,lighting,924
27007,refrigerator,1860
27008,dishwasher,522
27009,refrigerator,693
27010,dishwasher,2040
27011,refrigerator,50
27012,refrigerator,54
27013,refrigerator,63
27014,refrigerator,50
27015,refrigerator,54
27016,lighting,3850
27017,refrigerator,5365
27018,refrigerator,3496
27019,refrigerator,2960
27020,refrigerator,45
27021,refrigerator,81
27022,refrigerator,40
27023,kitchen_outlets,112
27024,refrigerator,270
27025,refrigerator,776
27026,dishwasher,22200
27027,lighting,4042
27028,refrigerator,1760
27029,refrigerator,36
27030,dishwasher,1845
27031,dishwasher,9430
27032,dishwasher,1752
27033,dishwasher,1980
27034,refrigerator,1710
27035,refrigerator,1692
27036,refrigerator,171
27037,refrigerator,90
27038,refrigerator,121
27039,refrigerator,1419
27040,dishwasher,210
27041,lighting,1092
27042,refrigerator,66
27043,dishwasher,756
27044,dishwasher,6237
27045,dishwasher,5307
27046,refrigerator,132
27047,refrigerator,112
27048,dishwasher,168
27049,refrigerator,1870
27050,refrigerator,1850
27051,dishwasher,26370
27052,refrigerator,162
27053,dishwasher,702
27054,dishwasher,72
27055,refrigerator,54
27056,refrigerator,36
27057,refrigerator,220
27058,dishwasher,11660
27059,dishwasher,13904
27060,refrigerator,1110
27061,refrigerator,1892
27062,refrigerator,96
27063,refrigerator,63
