id,label,area
26148,residuals,44609
26149,kitchen_outlets,837
26150,kitchen_outlets,308
26151,refrigerator,2548
26152,refrigerator,2520
26153,kitchen_outlets,2987
26154,refrigerator,3680
26155,refrigerator,2715
26156,refrigerator,2640
26157,refrigerator,2604
26158,refrigerator,2715
26159,kitchen_outlets,2332
26160,refrigerator,2715
26161,refrigerator,2730
26162,refrigerator,2685
26163,refrigerator,2715
26164,refrigerator,2685
26165,oven,2009
26166,refrigerator,2450
26167,refrigerator,54
26168,refrigerator,60
26169,kitchen_outlets,342
26170,refrigerator,360
26171,refrigerator,80
26172,microwave,132
26173,refrigerator,112
26174,refrigerator,70
26175,refrigerator,234
26176,kitchen_outlets,72
26177,refrigerator,72
26178,refrigerator,54
26179,refrigerator,110
26180,refrigerator,40
26181,refrigerator,72
26182,kitchen_outlets,1515
26183,kitchen_outlets,644
26184,oven,2450
26185,kitchen_outlets,264
26186,kitchen_outlets,104
26187,refrigerator,2760
26188,refrigerator,1935
26189,microwave,11216
26190,refrigerator,1890
26191,kitchen_outlets,560
26192,refrigerator,2520
26193,refrigerator,2170
26194,kitchen_outlets,60
26195,kitchen_outlets,60
26196,refrigerator,319
26197,microwave,335
26198,refrigerator,40
26199,kitchen_outlets,2896
26200,kitchen_outlets,63
26201,kitchen_outlets,161
26202,kitchen_outlets,138
26203,kitchen_outlets,80
26204,kitchen_outlets,48
