id,label,area
26776,residuals,0
26777,oven,107448
26778,washer_dryer,13325
26779,dishwasher,2100
26780,dishwasher,4752
26781,dishwasher,3960
26782,bathroom_gfi,120
26783,dishwasher,3468
26784,dishwasher,4680
26785,bathroom_gfi,9666
26786,washer_dryer,7878
26787,dishwasher,1848
26788,dishwasher,2896
26789,dishwasher,4416
26790,dishwasher,1352
26791,dishwasher,9405
26792,dishwasher,5191
26793,dishwasher,112
26794,dishwasher,30
26795,washer_dryer,77
26796,washer_dryer,96
26797,dishwasher,144
26798,dishwasher,8334
26799,dishwasher,13365
26800,dishwasher,735
26801,dishwasher,375
26802,dishwasher,120
26803,dishwasher,28941
26804,dishwasher,16473
26805,dishwasher,162
26806,dishwasher,126
