id,label,area
27576,residuals,17268
27577,refrigerator,288
27578,refrigerator,2392
27579,refrigerator,2379
27580,microwave,5972
27581,refrigerator,4278
27582,refrigerator,2562
27583,refrigerator,2562
27584,refrigerator,2590
27585,refrigerator,2700
27586,refrigerator,2548
27587,refrigerator,2353
27588,refrigerator,2392
27589,refrigerator,2196
27590,refrigerator,2184
27591,refrigerator,2172
27592,refrigerator,2172
27593,microwave,1020
27594,microwave,432
27595,refrigerator,2002
27596,refrigerator,2790
27597,refrigerator,2208
27598,refrigerator,2366
27599,refrigerator,2068
27600,bathroom_gfi,6500
27601,refrigerator,1936
27602,refrigerator,2392
27603,dishwasher,528
27604,dishwasher,6554
27605,dishwasher,4608
27606,refrigerator,63
27607,refrigerator,60
27608,refrigerator,63
27609,refrigerator,72
27610,refrigerator,70
27611,refrigerator,45
27612,refrigerator,72
27613,refrigerator,70
27614,refrigerator,99
27615,refrigerator,45
27616,refrigerator,63
27617,refrigerator,63
27618,refrigerator,70
27619,refrigerator,72
27620,refrigerator,1548
27621,microwave,19409
27622,refrigerator,42
27623,refrigerator,63
27624,refrigerator,50
27625,refrigerator,77
27626,refrigerator,80
27627,refrigerator,70
27628,dishwasher,1616
27629,dishwasher,1375
27630,dishwasher,4500
27631,microwave,60
27632,dishwasher,9204
27633,dishwasher,13260
27634,dishwasher,560
27635,dishwasher,54
27636,refrigerator,1182
27637,dishwasher,26567
27638,refrigerator,242
27639,refrigerator,2197
27640,refrigerator,52
