id,label,area
26566,residuals,31658
26567,kitchen_outlets,195
26568,kitchen_outlets,495
26569,lighting,7379
26570,dishwasher,4752
26571,oven,81
26572,oven,9656
26573,oven,77
26574,lighting,3360
26575,kitchen_outlets,1592
26576,kitchen_outlets,60
26577,dishwasher,976
26578,dishwasher,4956
26579,lighting,730
26580,kitchen_outlets,6552
26581,kitchen_outlets,160
26582,dishwasher,270
26583,dishwasher,1040
26584,dishwasher,198
26585,lighting,700
26586,kitchen_outlets,1368
26587,kitchen_outlets,560
26588,dishwasher,1544
26589,dishwasher,8471
26590,dishwasher,15840
26591,kitchen_outlets,600
26592,dishwasher,702
26593,kitchen_outlets,290
26594,dishwasher,27094
26595,lighting,153
26596,dishwasher,60
