id,label,area
26295,residuals,14390
26296,lighting,3822
26297,refrigerator,2379
26298,refrigerator,2244
26299,oven,9664
26300,lighting,3570
26301,lighting,3698
26302,refrigerator,2379
26303,refrigerator,2379
26304,refrigerator,2392
26305,refrigerator,2534
26306,refrigerator,2576
26307,refrigerator,2184
26308,refrigerator,2353
26309,refrigerator,2392
26310,refrigerator,2379
26311,lighting,1245
26312,refrigerator,2379
26313,refrigerator,54
26314,refrigerator,45
26315,refrigerator,2864
26316,lighting,32430
26317,lighting,888
26318,refrigerator,45
26319,refrigerator,54
26320,refrigerator,54
26321,refrigerator,77
26322,refrigerator,45
26323,refrigerator,45
26324,refrigerator,70
26325,refrigerator,50
26326,refrigerator,45
26327,refrigerator,54
26328,oven,72
26329,refrigerator,2632
26330,refrigerator,2576
26331,lighting,396
26332,lighting,1500
26333,lighting,4785
26334,lighting,66
26335,lighting,100
26336,microwave,3043
26337,refrigerator,2379
26338,refrigerator,2340
26339,refrigerator,4416
26340,refrigerator,6222
26341,lighting,690
26342,lighting,77
26343,microwave,5292
26344,lighting,36
26345,lighting,70
26346,lighting,45
26347,refrigerator,3262
26348,lighting,153
26349,refrigerator,2896
26350,lighting,63
26351,refrigerator,60
