id,label,area
26401,residuals,14390
26402,refrigerator,4810
26403,refrigerator,4186
26404,refrigerator,4048
26405,refrigerator,4070
26406,refrigerator,4092
26407,washer_dryer,5238
26408,refrigerator,4070
26409,refrigerator,3111
26410,refrigerator,6426
26411,washer_dryer,426
26412,refrigerator,4255
26413,washer_dryer,392
26414,oven,12210
26415,refrigerator,6552
26416,refrigerator,3780
26417,refrigerator,4301
26418,refrigerator,4296
26419,microwave,204
26420,refrigerator,108
26421,refrigerator,90
26422,refrigerator,63
26423,refrigerator,77
26424,washer_dryer,3024
26425,washer_dryer,2628
26426,refrigerator,99
26427,refrigerator,80
26428,refrigerator,63
26429,refrigerator,3360
26430,refrigerator,6880
26431,washer_dryer,4956
26432,washer_dryer,2796
26433,refrigerator,81
26434,washer_dryer,5138
26435,refrigerator,4930
26436,washer_dryer,567
26437,refrigerator,117
26438,refrigerator,63
26439,refrigerator,210
26440,microwave,7215
26441,refrigerator,45
26442,refrigerator,869
26443,refrigerator,385
26444,washer_dryer,752
26445,washer_dryer,621
26446,refrigerator,225
26447,washer_dryer,2130
26448,washer_dryer,2886
26449,refrigerator,50
26450,refrigerator,60
26451,refrigerator,848
26452,refrigerator,190
26453,washer_dryer,1888
26454,washer_dryer,1720
26455,washer_dryer,108
26456,washer_dryer,472
26457,washer_dryer,1638
26458,refrigerator,50
26459,washer_dryer,1463
26460,washer_dryer,180
