id,label,area
32466,residuals,18707
32467,lighting,553
32468,refrigerator,3287
32469,refrigerator,3382
32470,lighting,29736
32471,bathroom_gfi,55
32472,refrigerator,6195
32473,refrigerator,3401
32474,refrigerator,3150
32475,refrigerator,3759
32476,lighting,21801
32477,refrigerator,135
32478,refrigerator,88
32479,lighting,28576
32480,refrigerator,1940
32481,refrigerator,189
32482,refrigerator,63
32483,refrigerator,120
32484,refrigerator,99
32485,dishwasher,665
32486,dishwasher,4716
32487,refrigerator,3633
32488,refrigerator,3660
32489,refrigerator,3325
32490,refrigerator,3600
32491,kitchen_outlets,4380
32492,refrigerator,3924
32493,refrigerator,45
32494,refrigerator,3186
32495,refrigerator,2784
32496,refrigerator,3366
32497,refrigerator,979
32498,refrigerator,72
32499,refrigerator,36
32500,refrigerator,36
32501,lighting,1664
32502,dishwasher,5974
32503,dishwasher,112
32504,refrigerator,144
32505,refrigerator,60
32506,refrigerator,110
32507,refrigerator,90
32508,lighting,540
32509,microwave,165
32510,refrigerator,143
32511,refrigerator,81
32512,dishwasher,1232
32513,dishwasher,8400
32514,dishwasher,16002
32515,dishwasher,36
32516,refrigerator,48
32517,lighting,70
32518,microwave,8754
32519,refrigerator,690
32520,dishwasher,7216
32521,dishwasher,20010
32522,dishwasher,108
32523,refrigerator,1701
