id,label,area
33170,residuals,35975
33171,lighting,16698
33172,kitchen_outlets,286
33173,oven,156
33174,bathroom_gfi,11095
33175,lighting,4420
33176,kitchen_outlets,3484
33177,dishwasher,330
33178,dishwasher,722
33179,dishwasher,4764
33180,lighting,2010
33181,bathroom_gfi,44
33182,lighting,2772
33183,kitchen_outlets,1392
33184,dishwasher,1746
33185,dishwasher,8385
33186,dishwasher,1030
33187,dishwasher,5974
33188,microwave,696
33189,washer_dryer,273
33190,kitchen_outlets,336
33191,dishwasher,897
33192,dishwasher,264
33193,washer_dryer,2016
33194,washer_dryer,1748
33195,microwave,196
33196,washer_dryer,1996
33197,kitchen_outlets,621
33198,kitchen_outlets,288
33199,dishwasher,27280
33200,dishwasher,15912
