id,label,area
20833,residuals,10073
20834,refrigerator,1448
20835,refrigerator,4370
20836,refrigerator,7160
20837,refrigerator,3916
20838,refrigerator,4224
20839,lighting,5346
20840,refrigerator,4525
20841,refrigerator,7040
20842,refrigerator,3864
20843,refrigerator,4232
20844,refrigerator,5400
20845,refrigerator,3222
20846,lighting,8398
20847,refrigerator,4525
20848,refrigerator,2832
20849,refrigerator,2660
20850,refrigerator,3465
20851,refrigerator,270
20852,refrigerator,126
20853,refrigerator,180
20854,lighting,1590
20855,refrigerator,108
20856,refrigerator,144
20857,refrigerator,45
20858,refrigerator,54
20859,refrigerator,150
20860,refrigerator,108
20861,lighting,1708
20862,refrigerator,99
20863,refrigerator,96
20864,refrigerator,108
20865,refrigerator,36
20866,refrigerator,60
20867,lighting,1078
20868,refrigerator,45
20869,refrigerator,55
20870,lighting,2574
20871,refrigerator,36
20872,refrigerator,36
20873,refrigerator,4475
20874,refrigerator,4602
20875,refrigerator,3026
20876,washer_dryer,73602
20877,refrigerator,180
20878,refrigerator,108
20879,lighting,120
20880,refrigerator,63
20881,residuals,10073
20882,lighting,2365
20883,washer_dryer,7697
20884,refrigerator,4602
20885,refrigerator,3026
20886,refrigerator,4525
20887,refrigerator,2832
20888,refrigerator,4320
20889,lighting,3999
20890,refrigerator,3916
20891,refrigerator,4224
20892,refrigerator,4525
20893,refrigerator,4525
20894,refrigerator,7040
20895,lighting,7788
20896,lighting,561
20897,refrigerator,108
20898,washer_dryer,68580
20899,refrigerator,180
20900,refrigerator,108
20901,refrigerator,99
20902,refrigerator,96
20903,refrigerator,135
20904,refrigerator,790
20905,refrigerator,126
20906,refrigerator,180
20907,refrigerator,150
20908,refrigerator,108
20909,refrigerator,144
20910,refrigerator,2919
20911,lighting,1125
20912,refrigerator,5370
20913,refrigerator,63
20914,refrigerator,36
20915,refrigerator,3082
20916,refrigerator,7200
20917,refrigerator,36
20918,refrigerator,60
20919,refrigerator,45
20920,refrigerator,55
20921,refrigerator,45
20922,refrigerator,245
20923,refrigerator,4048
20924,refrigerator,150
20925,refrigerator,3480
20926,lighting,240
20927,refrigerator,135
20928,refrigerator,224
20929,lighting,99
20930,refrigerator,54
20931,lighting,44
20932,residuals,10073
20933,refrigerator,6300
20934,refrigerator,3439
20935,refrigerator,3150
20936,refrigerator,3520
20937,lighting,10250
20938,refrigerator,3325
20939,refrigerator,3580
20940,refrigerator,3620
20941,refrigerator,3287
20942,refrigerator,3401
20943,refrigerator,3276
20944,lighting,7181
20945,refrigerator,3680
20946,refrigerator,135
20947,refrigerator,45
20948,refrigerator,108
20949,refrigerator,132
20950,lighting,2940
20951,refrigerator,99
20952,refrigerator,99
20953,refrigerator,72
20954,refrigerator,135
20955,refrigerator,96
20956,refrigerator,40
20957,refrigerator,2464
20958,lighting,870
20959,refrigerator,72
20960,refrigerator,63
20961,refrigerator,36
20962,refrigerator,2877
20963,refrigerator,3822
20964,refrigerator,351
20965,refrigerator,36
20966,refrigerator,45
20967,refrigerator,240
20968,refrigerator,3204
20969,washer_dryer,73332
20970,refrigerator,459
20971,refrigerator,54
20972,refrigerator,3360
20973,refrigerator,117
20974,washer_dryer,195
20975,refrigerator,100
20976,refrigerator,60
20977,refrigerator,72
20978,residuals,10073
20979,refrigerator,3276
20980,refrigerator,2832
20981,refrigerator,3366
20982,lighting,9680
20983,refrigerator,3150
