id,label,area
13974,residuals,8634
13975,refrigerator,2379
13976,refrigerator,2079
13977,refrigerator,1947
13978,refrigerator,2405
13979,refrigerator,2604
13980,lighting,11590
13981,refrigerator,3906
13982,refrigerator,2562
13983,refrigerator,2576
13984,refrigerator,2590
13985,refrigerator,2700
13986,refrigerator,2534
13987,refrigerator,2366
13988,refrigerator,2392
13989,refrigerator,2208
13990,lighting,1928
13991,lighting,1056
13992,refrigerator,1656
13993,refrigerator,77
13994,refrigerator,80
13995,refrigerator,70
13996,refrigerator,36
13997,lighting,552
13998,refrigerator,2431
13999,refrigerator,2418
14000,refrigerator,50
14001,refrigerator,72
14002,refrigerator,63
14003,refrigerator,45
14004,refrigerator,104
14005,oven,17136
14006,refrigerator,90
14007,refrigerator,45
14008,lighting,378
14009,refrigerator,2076
14010,lighting,11766
14011,refrigerator,252
14012,refrigerator,50
14013,refrigerator,2196
14014,refrigerator,63
14015,refrigerator,60
14016,refrigerator,63
14017,refrigerator,2208
14018,refrigerator,2316
14019,refrigerator,2134
14020,refrigerator,1408
14021,refrigerator,2340
14022,refrigerator,63
14023,residuals,8634
14024,refrigerator,5356
14025,refrigerator,6480
14026,refrigerator,2816
14027,refrigerator,2148
14028,refrigerator,2366
14029,refrigerator,2327
14030,lighting,9690
14031,refrigerator,3276
14032,refrigerator,2314
14033,refrigerator,2418
14034,refrigerator,2562
14035,refrigerator,2160
14036,refrigerator,2562
14037,refrigerator,2208
14038,lighting,366
14039,refrigerator,2548
14040,lighting,12958
14041,lighting,736
14042,refrigerator,2700
14043,refrigerator,280
14044,refrigerator,143
14045,refrigerator,70
14046,refrigerator,55
14047,refrigerator,84
14048,lighting,2057
14049,oven,12215
14050,refrigerator,90
14051,refrigerator,40
14052,refrigerator,45
14053,refrigerator,63
14054,refrigerator,66
14055,refrigerator,45
14056,refrigerator,55
14057,refrigerator,2172
14058,refrigerator,2418
14059,lighting,144
14060,refrigerator,96
14061,refrigerator,120
14062,refrigerator,36
14063,refrigerator,396
14064,refrigerator,2431
14065,refrigerator,1880
14066,refrigerator,90
14067,refrigerator,54
14068,refrigerator,1992
14069,refrigerator,80
14070,residuals,8634
14071,refrigerator,2562
14072,refrigerator,2079
14073,refrigerator,1947
14074,refrigerator,2405
14075,refrigerator,2604
14076,refrigerator,2172
14077,lighting,11590
14078,refrigerator,2562
14079,refrigerator,2576
14080,refrigerator,2590
14081,refrigerator,2700
14082,refrigerator,2548
14083,refrigerator,2366
14084,refrigerator,2392
14085,refrigerator,2160
14086,lighting,1037
14087,lighting,2016
14088,refrigerator,2790
14089,lighting,768
14090,refrigerator,2208
14091,oven,12210
14092,refrigerator,77
14093,refrigerator,80
14094,refrigerator,70
14095,refrigerator,36
14096,refrigerator,81
14097,refrigerator,375
14098,refrigerator,2418
14099,refrigerator,3948
14100,refrigerator,72
14101,refrigerator,63
14102,refrigerator,45
14103,refrigerator,104
14104,refrigerator,77
14105,refrigerator,90
14106,refrigerator,45
14107,refrigerator,99
14108,refrigerator,1536
14109,refrigerator,2064
14110,lighting,10868
14111,refrigerator,70
14112,lighting,144
14113,refrigerator,50
14114,refrigerator,2340
14115,lighting,70
14116,lighting,50
14117,refrigerator,63
14118,refrigerator,2316
14119,refrigerator,2134
14120,refrigerator,2123
14121,lighting,72
14122,residuals,8634
14123,refrigerator,2418
14124,refrigerator,2562
14125,refrigerator,2160
14126,refrigerator,2562
14127,refrigerator,2208
14128,lighting,366
14129,refrigerator,2548
14130,lighting,13144
14131,lighting,736
14132,refrigerator,2700
14133,refrigerator,5356
14134,refrigerator,6480
14135,refrigerator,2816
14136,refrigerator,2148
14137,refrigerator,2366
14138,refrigerator,2327
14139,lighting,9690
14140,refrigerator,2715
14141,refrigerator,2136
14142,refrigerator,40
14143,refrigerator,45
14144,refrigerator,63
14145,refrigerator,66
14146,refrigerator,45
14147,refrigerator,55
14148,refrigerator,2196
14149,refrigerator,1534
14150,lighting,144
14151,refrigerator,96
14152,refrigerator,280
14153,refrigerator,143
14154,refrigerator,70
14155,refrigerator,55
14156,refrigerator,84
14157,lighting,2057
14158,refrigerator,99
14159,refrigerator,108
14160,refrigerator,60
14161,refrigerator,680
14162,refrigerator,120
14163,refrigerator,36
14164,lighting,276
14165,refrigerator,2196
14166,oven,12205
14167,refrigerator,2431
14168,refrigerator,1880
14169,refrigerator,45
14170,refrigerator,55
14171,residuals,8634
14172,refrigerator,2196
14173,refrigerator,2576
14174,refrigerator,2590
14175,refrigerator,2700
14176,refrigerator,2548
14177,refrigerator,2366
14178,lighting,63488
14179,refrigerator,3906
14180,oven,12210
14181,refrigerator,63
14182,refrigerator,63
14183,refrigerator,45
14184,refrigerator,104
14185,refrigerator,77
14186,refrigerator,90
14187,refrigerator,2392
14188,refrigerator,2208
14189,refrigerator,2184
14190,refrigerator,2196
14191,refrigerator,2304
14192,refrigerator,2123
14193,refrigerator,2002
14194,refrigerator,2805
14195,refrigerator,2220
14196,refrigerator,2392
14197,refrigerator,2090
14198,refrigerator,1958
14199,refrigerator,2418
14200,lighting,667
14201,refrigerator,2618
14202,refrigerator,2172
14203,refrigerator,2431
14204,refrigerator,2418
14205,refrigerator,50
14206,refrigerator,72
14207,refrigerator,63
14208,refrigerator,133
14209,refrigerator,63
14210,refrigerator,63
14211,refrigerator,70
14212,refrigerator,50
14213,refrigerator,77
14214,refrigerator,80
14215,refrigerator,70
14216,refrigerator,50
14217,refrigerator,81
14218,refrigerator,60
14219,refrigerator,54
14220,residuals,8634
14221,refrigerator,2418
14222,lighting,63488
14223,refrigerator,2184
14224,refrigerator,2431
14225,refrigerator,1880
14226,refrigerator,2715
14227,refrigerator,2136
14228,refrigerator,40
14229,refrigerator,2660
14230,refrigerator,2172
14231,refrigerator,2576
14232,refrigerator,2244
14233,refrigerator,2562
14234,refrigerator,2160
14235,refrigerator,2405
14236,refrigerator,2715
14237,refrigerator,5369
14238,refrigerator,1815
14239,refrigerator,2928
14240,refrigerator,2148
14241,refrigerator,2418
14242,refrigerator,2340
14243,refrigerator,45
14244,refrigerator,99
14245,refrigerator,108
14246,lighting,56
14247,refrigerator,63
14248,refrigerator,66
14249,oven,12140
14250,refrigerator,55
14251,refrigerator,90
14252,refrigerator,45
14253,refrigerator,96
14254,refrigerator,5400
14255,refrigerator,81
14256,refrigerator,70
14257,lighting,36
14258,refrigerator,84
14259,refrigerator,216
14260,refrigerator,88
14261,refrigerator,99
14262,residuals,10073
14263,lighting,53692
14264,refrigerator,2366
14265,refrigerator,2068
14266,refrigerator,1936
14267,refrigerator,2392
14268,refrigerator,2590
14269,refrigerator,2160
14270,refrigerator,2392
14271,lighting,9516
14272,refrigerator,2745
14273,refrigerator,2590
14274,refrigerator,2590
14275,refrigerator,2715
14276,refrigerator,2548
14277,refrigerator,2379
14278,refrigerator,2392
14279,refrigerator,2160
14280,refrigerator,2172
14281,refrigerator,2196
14282,lighting,644
14283,refrigerator,2304
14284,refrigerator,2002
14285,refrigerator,2101
14286,refrigerator,2805
