id,label,area
14361,residuals,8634
14362,refrigerator,3312
14363,refrigerator,3496
14364,washer_dryer,10828
14365,washer_dryer,37800
14366,washer_dryer,24489
14367,refrigerator,3759
14368,refrigerator,5704
14369,refrigerator,6588
14370,refrigerator,3077
14371,refrigerator,2928
14372,refrigerator,2880
14373,refrigerator,2864
14374,refrigerator,2976
14375,refrigerator,2928
14376,refrigerator,2976
14377,oven,5684
14378,washer_dryer,52060
14379,refrigerator,3111
14380,refrigerator,3128
14381,refrigerator,3600
14382,refrigerator,3496
14383,refrigerator,70
14384,refrigerator,72
14385,washer_dryer,144
14386,washer_dryer,19117
14387,washer_dryer,13560
14388,refrigerator,77
14389,refrigerator,3416
14390,refrigerator,200
14391,refrigerator,132
14392,refrigerator,90
14393,refrigerator,99
14394,refrigerator,132
14395,refrigerator,54
14396,refrigerator,72
14397,refrigerator,63
14398,washer_dryer,63125
14399,refrigerator,70
14400,refrigerator,63
14401,refrigerator,126
14402,refrigerator,63
14403,refrigerator,81
14404,oven,2475
14405,refrigerator,45
14406,oven,180
14407,residuals,8634
14408,refrigerator,2046
14409,refrigerator,2013
14410,refrigerator,1980
14411,refrigerator,2483
14412,refrigerator,3094
14413,refrigerator,3366
14414,refrigerator,3230
14415,refrigerator,4200
14416,refrigerator,6840
14417,refrigerator,2944
14418,refrigerator,7380
14419,washer_dryer,57540
14420,refrigerator,2418
14421,refrigerator,2418
14422,refrigerator,2220
14423,refrigerator,2304
14424,refrigerator,2244
14425,refrigerator,2208
14426,refrigerator,2024
14427,refrigerator,1830
14428,refrigerator,2024
14429,washer_dryer,10828
14430,washer_dryer,37800
14431,refrigerator,348
14432,washer_dryer,13635
14433,oven,222
14434,refrigerator,2013
14435,refrigerator,36
14436,refrigerator,80
14437,refrigerator,88
14438,refrigerator,108
14439,refrigerator,45
14440,refrigerator,54
14441,refrigerator,3300
14442,refrigerator,126
14443,refrigerator,90
14444,refrigerator,110
14445,washer_dryer,63350
14446,refrigerator,2148
14447,refrigerator,54
14448,refrigerator,54
14449,refrigerator,45
14450,refrigerator,45
14451,refrigerator,81
14452,refrigerator,63
14453,refrigerator,54
14454,refrigerator,63
14455,washer_dryer,138
14456,refrigerator,594
14457,washer_dryer,13520
14458,oven,2160
14459,refrigerator,70
14460,refrigerator,54
14461,refrigerator,63
14462,washer_dryer,81
14463,washer_dryer,112
14464,refrigerator,2592
14465,refrigerator,60
14466,refrigerator,117
14467,washer_dryer,22734
14468,washer_dryer,1176
14469,residuals,8634
14470,refrigerator,3111
14471,oven,50
14472,refrigerator,3128
14473,refrigerator,3600
14474,refrigerator,3496
14475,refrigerator,3312
14476,washer_dryer,10828
14477,washer_dryer,37800
14478,refrigerator,5075
14479,washer_dryer,13560
14480,refrigerator,2960
14481,refrigerator,5704
14482,refrigerator,6588
14483,refrigerator,3077
14484,refrigerator,2976
14485,refrigerator,2880
14486,refrigerator,2864
14487,refrigerator,2976
14488,refrigerator,3111
14489,oven,66
14490,refrigerator,2976
14491,washer_dryer,67975
14492,refrigerator,6300
14493,refrigerator,70
14494,refrigerator,63
14495,refrigerator,126
14496,refrigerator,63
14497,refrigerator,70
14498,washer_dryer,156
14499,washer_dryer,108
14500,washer_dryer,12705
14501,refrigerator,40
14502,refrigerator,77
14503,refrigerator,3416
14504,refrigerator,200
14505,refrigerator,132
14506,refrigerator,45
14507,refrigerator,99
14508,refrigerator,132
14509,refrigerator,54
14510,refrigerator,72
14511,oven,9640
14512,refrigerator,63
14513,washer_dryer,70
14514,washer_dryer,80
14515,refrigerator,261
14516,refrigerator,45
14517,washer_dryer,24093
14518,refrigerator,81
14519,washer_dryer,48412
14520,refrigerator,330
14521,residuals,8634
14522,refrigerator,1980
14523,refrigerator,2483
14524,refrigerator,3094
14525,refrigerator,3366
14526,refrigerator,3230
14527,refrigerator,4200
14528,refrigerator,6552
14529,refrigerator,2944
14530,washer_dryer,68125
14531,washer_dryer,52060
14532,refrigerator,2220
14533,refrigerator,2418
14534,refrigerator,2418
14535,refrigerator,2220
14536,refrigerator,2304
14537,refrigerator,2244
14538,refrigerator,2208
14539,refrigerator,2024
14540,refrigerator,1830
14541,refrigerator,3800
14542,oven,31525
14543,oven,13625
14544,washer_dryer,52954
14545,refrigerator,2405
14546,refrigerator,2013
14547,refrigerator,2046
14548,refrigerator,2013
14549,refrigerator,88
14550,refrigerator,108
14551,refrigerator,45
14552,refrigerator,54
14553,refrigerator,3300
14554,refrigerator,297
14555,refrigerator,90
14556,refrigerator,2685
14557,refrigerator,54
14558,refrigerator,54
14559,refrigerator,54
14560,refrigerator,45
14561,refrigerator,45
14562,refrigerator,81
14563,refrigerator,63
14564,refrigerator,54
14565,washer_dryer,10852
14566,washer_dryer,30408
14567,washer_dryer,2664
14568,refrigerator,2632
14569,refrigerator,60
14570,refrigerator,70
14571,refrigerator,36
14572,refrigerator,72
14573,refrigerator,54
14574,refrigerator,126
14575,refrigerator,65
14576,washer_dryer,1312
14577,washer_dryer,12585
14578,washer_dryer,2765
14579,refrigerator,63
14580,residuals,8634
14581,refrigerator,2976
14582,refrigerator,3145
14583,refrigerator,3111
14584,washer_dryer,10996
14585,oven,704
14586,refrigerator,3128
14587,refrigerator,3600
14588,refrigerator,3496
14589,refrigerator,3312
14590,refrigerator,3496
14591,refrigerator,2960
14592,washer_dryer,117900
14593,refrigerator,6230
14594,refrigerator,6588
14595,refrigerator,3077
14596,refrigerator,2976
14597,refrigerator,2880
14598,refrigerator,2864
14599,refrigerator,2976
14600,oven,288
14601,refrigerator,63
14602,refrigerator,70
14603,refrigerator,70
14604,refrigerator,63
14605,refrigerator,126
14606,refrigerator,63
14607,refrigerator,70
14608,refrigerator,72
14609,refrigerator,40
14610,washer_dryer,222
14611,washer_dryer,95
14612,refrigerator,198
14613,refrigerator,3500
14614,refrigerator,200
14615,refrigerator,132
14616,refrigerator,45
14617,refrigerator,99
14618,refrigerator,132
14619,refrigerator,54
14620,refrigerator,2800
14621,refrigerator,45
14622,washer_dryer,992
14623,refrigerator,81
14624,oven,90
14625,washer_dryer,209
14626,residuals,8634
14627,refrigerator,2520
14628,washer_dryer,118620
14629,refrigerator,2418
14630,refrigerator,2418
14631,refrigerator,2220
14632,refrigerator,2304
14633,refrigerator,2244
14634,refrigerator,2208
14635,refrigerator,2024
14636,refrigerator,1830
14637,refrigerator,2024
14638,refrigerator,1870
14639,refrigerator,2184
14640,refrigerator,2013
14641,refrigerator,2046
14642,refrigerator,3384
14643,refrigerator,1980
14644,refrigerator,2483
14645,refrigerator,3094
14646,oven,319
14647,refrigerator,3230
14648,refrigerator,4200
14649,refrigerator,6840
14650,refrigerator,2944
14651,refrigerator,110
14652,washer_dryer,690
14653,refrigerator,2076
14654,refrigerator,54
14655,refrigerator,54
14656,refrigerator,45
14657,refrigerator,45
14658,refrigerator,81
14659,refrigerator,63
14660,refrigerator,54
14661,refrigerator,63
14662,refrigerator,36
14663,refrigerator,90
14664,refrigerator,70
14665,refrigerator,36
14666,washer_dryer,330
14667,refrigerator,88
14668,refrigerator,108
14669,refrigerator,3150
14670,refrigerator,54
14671,refrigerator,3300
14672,refrigerator,126
14673,refrigerator,90
14674,washer_dryer,209
14675,refrigerator,136
14676,refrigerator,70
14677,washer_dryer,10108
14678,refrigerator,54
14679,refrigerator,45
14680,refrigerator,63
14681,residuals,8634
14682,refrigerator,2976
14683,refrigerator,3145
14684,refrigerator,3111
14685,washer_dryer,11000
14686,refrigerator,3128
14687,refrigerator,3600
14688,refrigerator,3515
14689,refrigerator,3312
14690,refrigerator,3496
14691,refrigerator,2960
14692,washer_dryer,23320
14693,refrigerator,6588
