id,label,area
28329,residuals,5756
28330,dishwasher,4680
28331,lighting,6272
28332,microwave,6116
28333,lighting,13040
28334,dishwasher,5750
28335,washer_dryer,114
28336,lighting,6783
28337,dishwasher,16940
28338,washer_dryer,40035
28339,lighting,3080
28340,dishwasher,504
28341,dishwasher,153
28342,washer_dryer,473
28343,lighting,253
28344,dishwasher,1624
28345,dishwasher,7592
28346,washer_dryer,104
28347,dishwasher,368
28348,dishwasher,40
28349,dishwasher,1645
28350,dishwasher,24986
28351,dishwasher,1122
28352,dishwasher,100
