id,label,area
28287,residuals,2878
28288,bathroom_gfi,594
28289,dishwasher,4752
28290,bathroom_gfi,170
28291,washer_dryer,200
28292,washer_dryer,200
28293,washer_dryer,189
28294,kitchen_outlets,5455
28295,washer_dryer,5810
28296,washer_dryer,2340
28297,dishwasher,1536
28298,bathroom_gfi,522
28299,washer_dryer,5122
28300,washer_dryer,1935
28301,washer_dryer,4480
28302,washer_dryer,1784
28303,washer_dryer,5376
28304,washer_dryer,1890
28305,washer_dryer,70
28306,washer_dryer,288
28307,dishwasher,8084
28308,dishwasher,1110
28309,dishwasher,6409
28310,washer_dryer,90
28311,washer_dryer,582
28312,washer_dryer,520
28313,dishwasher,1248
28314,dishwasher,16074
28315,dishwasher,26939
28316,bathroom_gfi,50
