id,label,area
26205,residuals,11512
26206,refrigerator,2548
26207,refrigerator,2506
26208,bathroom_gfi,84
26209,bathroom_gfi,3258
26210,refrigerator,663
26211,refrigerator,2520
26212,refrigerator,2715
26213,refrigerator,2562
26214,refrigerator,3700
26215,refrigerator,2760
26216,refrigerator,2700
26217,refrigerator,2562
26218,refrigerator,2700
26219,refrigerator,2715
26220,refrigerator,2715
26221,refrigerator,2715
26222,refrigerator,2700
26223,refrigerator,2715
26224,oven,440
26225,refrigerator,2700
26226,refrigerator,2880
26227,refrigerator,2760
26228,refrigerator,45
26229,refrigerator,60
26230,bathroom_gfi,110
26231,refrigerator,2030
26232,refrigerator,45
26233,refrigerator,50
26234,refrigerator,45
26235,refrigerator,50
26236,kitchen_outlets,4192
26237,refrigerator,77
26238,refrigerator,54
26239,refrigerator,70
26240,refrigerator,77
26241,refrigerator,63
26242,refrigerator,54
26243,refrigerator,63
26244,refrigerator,63
26245,refrigerator,63
26246,refrigerator,88
26247,refrigerator,40
26248,bathroom_gfi,5560
