id,label,area
28409,residuals,7195
28410,dishwasher,742
28411,dishwasher,4704
28412,washer_dryer,225
28413,washer_dryer,275
28414,microwave,7245
28415,microwave,5920
28416,microwave,6044
28417,dishwasher,1680
28418,dishwasher,8532
28419,dishwasher,6820
28420,washer_dryer,5226
28421,washer_dryer,1820
28422,washer_dryer,4326
28423,washer_dryer,2376
28424,dishwasher,2652
28425,dishwasher,18249
28426,washer_dryer,105
28427,bathroom_gfi,29436
28428,dishwasher,36
28429,dishwasher,209
28430,bathroom_gfi,2924
28431,dishwasher,88
