id,label,area
29645,residuals,1439
29646,oven,423
29647,oven,84
29648,washer_dryer,116864
29649,washer_dryer,23904
29650,lighting,2916
29651,dishwasher,1435
29652,lighting,2992
29653,dishwasher,2496
29654,dishwasher,4716
29655,kitchen_outlets,7735
29656,washer_dryer,92435
29657,washer_dryer,448
29658,lighting,455
29659,dishwasher,1504
29660,dishwasher,5452
29661,dishwasher,855
29662,dishwasher,1274
29663,dishwasher,6237
29664,dishwasher,5174
29665,dishwasher,156
29666,washer_dryer,182
29667,washer_dryer,90
29668,dishwasher,22150
29669,dishwasher,1216
29670,dishwasher,9568
29671,dishwasher,162
29672,dishwasher,15858
29673,washer_dryer,56
29674,dishwasher,231
29675,dishwasher,192
29676,dishwasher,252
29677,dishwasher,9724
29678,dishwasher,140
29679,dishwasher,26370
29680,dishwasher,81
29681,dishwasher,351
