id,label,area
30836,residuals,44609
30837,refrigerator,3094
30838,bathroom_gfi,6508
30839,refrigerator,2912
30840,kitchen_outlets,4059
30841,refrigerator,301
30842,refrigerator,2035
30843,microwave,11360
30844,refrigerator,2944
30845,refrigerator,2220
30846,refrigerator,6468
30847,refrigerator,7182
30848,refrigerator,6120
30849,refrigerator,3534
30850,refrigerator,2912
30851,kitchen_outlets,2240
30852,refrigerator,3077
30853,refrigerator,4416
30854,refrigerator,4324
30855,refrigerator,4224
30856,washer_dryer,24498
30857,washer_dryer,13580
30858,washer_dryer,13560
30859,refrigerator,3213
30860,refrigerator,2976
30861,refrigerator,81
30862,refrigerator,90
30863,refrigerator,462
30864,refrigerator,2775
30865,refrigerator,2685
30866,refrigerator,45
30867,microwave,350
30868,refrigerator,90
30869,refrigerator,63
30870,washer_dryer,63000
30871,washer_dryer,48469
30872,refrigerator,3944
30873,refrigerator,225
30874,refrigerator,90
30875,refrigerator,90
30876,refrigerator,451
30877,kitchen_outlets,48
30878,refrigerator,130
30879,refrigerator,132
30880,refrigerator,121
30881,washer_dryer,10828
30882,washer_dryer,30468
30883,refrigerator,45
30884,refrigerator,80
30885,refrigerator,2336
30886,refrigerator,98
30887,washer_dryer,1472
30888,washer_dryer,96
30889,washer_dryer,955
30890,refrigerator,108
30891,refrigerator,2358
30892,washer_dryer,1395
30893,refrigerator,200
30894,washer_dryer,40
30895,refrigerator,40
30896,refrigerator,90
30897,refrigerator,66
