id,label,area
33031,residuals,15829
33032,refrigerator,3162
33033,lighting,2970
33034,refrigerator,3938
33035,oven,1104
33036,refrigerator,3916
33037,refrigerator,3580
33038,washer_dryer,756
33039,washer_dryer,351
33040,refrigerator,4600
33041,oven,1320
33042,bathroom_gfi,6380
33043,refrigerator,3738
33044,microwave,450
33045,refrigerator,3801
33046,refrigerator,3916
33047,refrigerator,66
33048,refrigerator,561
33049,refrigerator,81
33050,refrigerator,5124
33051,dishwasher,13764
33052,dishwasher,1984
33053,refrigerator,90
33054,microwave,80
33055,refrigerator,3654
33056,washer_dryer,5174
33057,lighting,4248
33058,washer_dryer,1800
33059,refrigerator,4152
33060,refrigerator,72
33061,washer_dryer,5408
33062,oven,3916
33063,refrigerator,3696
33064,microwave,231
33065,microwave,19396
33066,refrigerator,77
33067,refrigerator,90
33068,refrigerator,40
33069,refrigerator,6327
33070,oven,3178
33071,refrigerator,126
33072,refrigerator,1710
33073,dishwasher,1098
33074,dishwasher,7526
33075,microwave,5936
33076,refrigerator,84
33077,washer_dryer,90
33078,washer_dryer,1965
33079,refrigerator,288
33080,washer_dryer,5446
33081,washer_dryer,1878
33082,refrigerator,416
33083,refrigerator,54
33084,refrigerator,60
33085,microwave,276
33086,microwave,60
33087,refrigerator,36
33088,lighting,340
33089,refrigerator,1015
33090,dishwasher,24984
33091,dishwasher,1050
33092,dishwasher,5075
33093,washer_dryer,5068
33094,refrigerator,455
33095,washer_dryer,3108
33096,washer_dryer,2262
33097,lighting,153
33098,refrigerator,476
33099,refrigerator,913
33100,dishwasher,7461
33101,refrigerator,1068
33102,refrigerator,1820
33103,refrigerator,45
33104,refrigerator,994
33105,washer_dryer,444
33106,washer_dryer,75
33107,washer_dryer,343
33108,refrigerator,1040
33109,refrigerator,96
33110,dishwasher,50
33111,washer_dryer,1463
33112,refrigerator,1008
33113,refrigerator,180
33114,washer_dryer,432
33115,refrigerator,190
